"e401","p401","tw_adjust_original","net_tfa_adjust_original","net_nifa","age","inc","db","ira","hequity","educ","fsize","marr","male","twoearn","withdrawal"
0,0,60132,31999,181999,46,26021,1,0,27000,13,2,0,0,0,0
0,0,31527,12527,150999,37,36851,0,11528,19000,16,4,1,0,1,0
0,0,215461,6000,156000,39,21944,0,0,145000,16,1,0,0,0,0
0,0,0,0,150000,33,54143,0,0,0,12,5,1,0,1,0
0,0,76230,-5770,144230,30,29819,0,0,82000,12,4,1,0,0,0
0,0,37866,4200,154200,41,48335,1,0,30000,17,2,0,0,0,0
0,0,23509,5509,155509,27,36674,1,0,18000,12,3,1,0,1,0
0,0,181849,54849,144849,63,41447,0,60000,115000,11,2,1,0,1,1
0,0,2800,300,150300,32,9599,0,0,0,11,2,0,0,0,0
0,0,65025,11000,158500,43,45548,1,2500,45000,18,1,0,0,0,0
0,0,-420,-420,149580,30,30950,0,0,0,6,3,1,0,1,0
0,0,464100,184100,294100,61,97043,0,40000,150000,16,2,1,0,0,1
0,0,31000,1000,151000,37,52019,0,0,30000,12,4,1,0,0,0
0,0,41300,-1600,148400,26,52319,1,0,24900,16,2,1,0,1,0
0,0,27700,2700,152700,58,41918,0,0,25000,10,2,1,0,1,0
0,0,53350,-450,148450,48,35969,0,1100,50000,14,4,1,0,0,0
0,0,1516,-150,149850,43,41138,1,0,0,18,1,0,0,0,0
0,0,21771,19046,167000,41,10997,0,2046,1000,13,1,0,1,0,0
0,0,134600,32600,164600,38,61361,0,18000,2000,18,5,1,0,1,0
0,0,39850,14850,164850,39,28979,0,0,0,9,4,1,0,0,0
0,0,107309,23309,173309,60,45548,0,0,84000,12,2,1,0,0,1
0,0,10500,-2000,148000,44,44267,0,0,10000,14,3,1,0,1,0
0,0,6832,-768,149232,33,27485,0,0,3100,10,4,1,0,0,0
0,0,276448,89448,229448,50,99808.9999999999,0,0,110000,12,5,1,0,0,0
0,0,9053,1500,151500,44,25526,0,0,7053,14,1,0,1,0,0
0,0,46069,3174,153174,28,52529,1,0,35000,18,3,0,1,0,0
0,0,6052,52,150052,30,25877,0,0,6000,12,3,1,0,0,0
0,0,429100,8100,158100,50,84599,1,0,243000,16,5,1,0,1,0
0,0,16100,1600,150700,35,39860,0,900,7500.00000000001,16,2,1,0,1,0
0,0,52150,17900,147900,43,23081,1,20000,32000,17,1,0,0,0,0
0,0,153459,47359,197359,49,38720,0,0,106100,12,2,1,0,0,0
0,0,-300,-300,149700,37,13313,1,0,0,12,2,0,0,0,0
0,0,6279,-400,149600,38,33191,0,0,0,16,2,0,0,0,0
0,0,3350,0,150000,37,27674,0,0,0,12,1,0,0,0,0
0,0,64949,23949,153949,46,54583.9999999999,1,20000,33000,16,4,1,0,1,0
0,0,51900,26900,160900,37,49649,0,16000,15000,16,5,1,0,1,0
0,0,212950,62950,155750,40,99566,0,2200,150000,18,4,1,0,0,0
0,0,10275,-3725,146275,27,27656,0,0,0,12,2,1,0,1,0
0,0,20892,-4108,145892,44,13727,1,0,25000,12,5,1,0,1,0
0,0,200,200,150200,40,30011,0,0,0,9,5,1,0,1,0
0,0,100,100,150100,38,15383,1,0,0,13,1,0,0,0,0
0,0,3889,2499,152499,31,36770,0,0,0,14,1,0,1,0,0
0,0,9000,9000,159000,46,139136,1,0,0,18,2,1,1,1,0
0,0,25000,0,150000,51,36449,0,0,25000,12,3,1,0,0,0
0,0,-440,-440,149560,33,23399,0,0,0,12,3,0,0,0,0
0,0,575,-225,149775,44,42743,1,0,0,13,2,1,1,1,0
0,0,13050,10650,149250,30,25808,0,11400,0,14,3,1,0,1,0
0,0,15420,420,150420,27,41984,0,0,10000,13,2,1,0,1,0
0,0,374800,74800,167800,51,66571.9999999999,0,57000,170000,16,4,1,0,1,0
0,0,-4101,-7201,142799,38,95954,1,0,2000,16,3,1,0,1,0
0,0,70316,37316,179316,38,27812,0,8000.00000000001,30000,11,3,1,0,1,0
0,0,44500,-4500,145500,49,32063,0,0,0,16,3,1,1,0,0
0,0,-550,-550,149450,58,9179,0,0,0,11,2,0,0,0,0
0,0,-3467,-3467,146533,46,31199,0,0,0,12,2,0,1,1,0
0,0,4577,4077,154077,30,25439,1,0,0,12,3,0,1,0,0
0,0,56299,1299,151299,43,23129,0,0,55000,8,4,1,1,0,0
0,0,109300,20750,160750,54,21947,1,10000,0,18,1,0,0,0,0
0,0,-14729,-14729,135271,38,14099,0,0,0,18,5,1,1,0,0
0,0,21899,899,150899,40,27734,0,0,18000,12,4,1,0,1,0
0,0,55025,4100,154100,52,20699,1,0,0,16,1,0,0,0,0
0,0,5025,3025,153025,30,44168,0,0,0,12,2,1,0,1,0
0,0,3804,-200,149800,27,14999,1,0,0,12,1,0,1,0,0
0,0,123099,34999,179999,57,44588,0,5000,86099.9999999999,12,5,1,0,1,0
0,0,1900,1900,151900,30,43292,1,0,0,12,2,1,0,1,0
0,0,7714,-2300,147700,34,22697,0,0,0,14,3,0,0,0,0
0,0,12000,12000,162000,38,44873,0,0,0,12,1,0,0,0,0
0,0,13349,7549,153549,55,22499,1,4000,0,12,1,0,0,0,0
0,0,1849,1849,151849,28,29933,0,0,0,14,2,1,0,0,0
0,0,4350,1000,151000,53,7199,0,0,0,12,1,0,1,0,0
0,0,-12567,-15900,134100,28,29603,0,0,0,12,3,0,0,0,0
0,0,23015,2015,152015,28,29282,0,0,21000,12,4,1,0,1,0
0,0,-3200,-3200,146800,56,12851,0,0,0,5,2,1,0,0,0
0,0,32000,32000,176000,45,80548.9999999999,1,6000,0,13,3,1,0,1,0
0,0,187524,6499,152299,41,20534,0,4200,175000,12,3,0,0,0,0
0,0,121666,4000,154000,31,100355,0,0,115000,16,1,0,1,0,0
0,0,157148,-2752,147248,61,49991,0,0,150000,12,2,1,1,0,1
0,0,22300,1300,149600,35,55373,0,1700,4000,12,3,1,0,1,0
0,0,159000,26500,160500,47,51149,0,16000,131000,18,1,0,1,0,0
0,0,14500,-500,149500,43,51446,0,0,15000,12,5,1,0,1,0
0,0,2800,-550,149450,31,17678,1,0,0,14,3,0,0,0,0
0,0,-1075,-5000,145000,43,22409,1,0,0,12,1,0,0,0,0
0,0,8110,2010,152010,48,29237,0,0,6100,10,4,1,0,0,0
0,0,-2847,-2847,147153,42,45452,0,0,0,15,4,1,0,1,0
0,0,97205,12205,162205,42,42812,1,0,55000,18,4,1,0,1,0
0,0,5000,5000,155000,35,37166,1,0,0,16,2,1,0,0,0
0,0,21019,-306,149694,49,13490,0,0,20000,12,1,0,0,0,0
0,0,-829,-1329,148671,38,12914,0,0,0,12,3,0,0,0,0
0,0,4000,4000,153000,27,30299,0,1000,0,12,4,1,0,0,0
0,0,3288,288,150288,29,14273,0,0,0,10,1,0,1,0,0
0,0,3495,145,150145,50,15413,0,0,0,8,4,0,0,0,0
0,0,14900,400,150400,41,24497,0,0,12000,12,2,1,0,1,0
0,0,133,133,150133,49,56252,1,0,0,12,3,1,1,1,0
0,0,2010,10,150010,34,7328,0,0,0,16,1,0,1,0,0
0,0,-2200,-11000,139000,30,36638,1,0,0,12,4,1,0,1,0
0,0,67,67,150067,44,11261,0,0,0,8,4,1,0,0,0
0,0,112000,0,150000,37,32678,0,0,105000,13,4,1,1,1,0
0,0,1255,-95,149905,27,15599,1,0,0,13,3,0,0,0,0
0,0,85300,2300,148300,57,21674,0,4000,70999.9999999999,12,4,1,1,0,0
0,0,31871,1371,151371,34,30533,0,0,30500,12,2,1,0,1,0
0,0,6509,5009,155009,27,34199,0,0,1000,16,1,0,1,0,0
0,0,883,350,150350,45,7595,0,0,0,13,3,0,0,0,0
0,0,-1530,-2030,147970,30,7649,0,0,0,15,2,0,0,0,0
0,0,221828,71828,203928,58,70991.0000000001,0,17900,150000,12,2,1,0,0,0
0,0,-5800,-5800,144200,28,22805,0,0,0,14,3,1,0,1,0
0,0,84500,1500,151500,60,32480,0,0,83000,12,4,1,0,0,1
0,0,-9000,-9000,141000,37,45425,0,0,0,15,4,1,0,1,0
0,0,349,-3651,146349,31,19811,0,0,1000,12,5,1,0,0,0
0,0,-5551,-14551,135449,36,104342,1,0,0,18,3,1,0,1,0
0,0,59300,3300,149300,50,34163,0,4000,56000,12,4,1,0,0,0
0,0,215000,15000,150000,40,28649,0,15000,2e+05,12,4,1,0,1,0
0,0,107000,4500,154500,35,93128,1,0,90000,16,4,1,0,1,0
0,0,176818,62818,170000,38,53924,0,42818,42000,18,4,1,0,1,0
0,0,305750,215750,365750,41,66017,0,0,90000,16,3,0,0,0,0
0,0,0,0,150000,25,36545,0,0,0,15,1,1,0,0,0
0,0,0,0,150000,25,26519,0,0,0,11,4,0,0,0,0
0,0,93800,-1200,148800,34,36224,0,0,95000,12,4,1,0,0,0
0,0,6750,1750,151750,52,28775,0,0,5000,12,5,1,0,1,0
0,0,8015,-835,149165,26,18005,0,0,0,14,4,0,0,0,0
0,0,35461,-389,149611,37,21380,0,0,35300,12,1,0,1,0,0
0,0,-10650,-10650,139350,26,44033,1,0,0,15,2,1,0,1,0
0,0,47400,650,150650,38,15611,1,0,46000,16,3,0,0,0,0
0,0,4699,-1301,148699,25,24176,1,0,0,13,1,0,1,0,0
0,0,65599,12599,162599,43,33365,1,0,45500,12,1,0,1,0,0
0,0,60000,0,150000,46,7667,0,0,60000,8,2,0,0,0,0
0,0,-2746,-4146,145854,32,17033,0,0,0,12,5,1,0,0,0
0,0,59,59,150059,37,12002,0,0,0,12,1,0,0,0,0
0,0,14500,12000,162000,30,19931,0,0,0,12,1,0,0,0,0
0,0,1132,0,150000,28,13259,0,0,0,12,2,0,0,0,0
0,0,13233,2900,146900,43,44417,0,6000,8000.00000000001,18,1,0,1,0,0
0,0,132679,27000,165000,58,28475,0,12000,95000,12,1,0,0,0,0
0,0,13919,10569,155569,64,17603,1,5000,0,12,1,0,0,0,1
0,0,2100,100,150100,37,32426,0,0,0,12,2,1,0,1,0
0,0,4940,-3060,146940,25,35999,0,0,8000.00000000001,11,4,1,0,0,0
0,0,1370,-130,149870,33,24023,0,0,0,16,1,0,1,0,0
0,0,98460,2010,149850,46,20714,1,2160,70000,9,4,0,0,0,0
0,0,6000,6000,156000,39,41474,1,0,0,12,1,0,1,0,0
0,0,37450,-1300,148700,58,17339,1,0,38000,1,1,0,0,0,0
0,0,151760,1700,151700,45,45269,0,0,150000,11,4,1,0,0,0
0,0,0,0,150000,44,12857,0,0,0,11,2,1,0,0,0
0,0,74100,100,150100,37,27719,0,0,74000,16,5,1,1,0,0
0,0,2100,-4900,145100,42,34784,0,0,0,12,4,1,0,0,0
0,0,-2010,-2010,147990,26,27959,0,0,0,12,3,1,0,1,0
0,0,531445,105070,228070,53,20660,1,27000,230000,12,5,0,1,0,0
0,0,169300,8800,145500,59,19724,0,13300,77999.9999999999,13,5,0,0,0,0
0,0,10000,6650,152650,64,17615,0,4000,0,12,1,0,0,0,1
0,0,78500,2500,152500,47,47801,0,0,76000,6,5,1,0,1,0
0,0,0,0,150000,34,11519,0,0,0,12,3,0,1,0,0
0,0,595,95,150095,28,28292,0,0,0,14,3,1,0,0,0
0,0,291675,72475,222475,48,43865,0,0,28800,9,2,1,0,0,0
0,0,-10900,-11600,138400,33,41924,0,0,0,14,3,1,0,1,0
0,0,-2600,-7600,142400,25,28334,0,0,0,12,3,1,0,1,0
0,0,-3800,-3800,146200,27,22949,0,0,0,12,2,1,0,0,0
0,0,82700,63700,183700,41,58799,0,30000,5000,16,2,1,0,1,0
0,0,52889,12889,150889,59,15983,0,12000,40000,14,4,1,0,0,0
0,0,20279,779,150779,39,13010,0,0,15500,12,1,0,1,0,0
0,0,57778,9599,159599,49,143066,0,0,40000,16,1,0,1,0,0
0,0,9725,9000,148500,53,19199,0,10500,0,15,2,0,0,0,0
0,0,60949,1674,151674,41,21644,0,0,40000,12,1,0,1,0,0
0,0,82175,12175,162175,36,39578,0,0,70000,12,4,1,0,1,0
0,0,205800,-3200,146800,41,93610.9999999999,0,0,2e+05,18,5,1,0,1,0
0,0,12975,-2400,147600,39,26924,0,0,0,12,5,1,0,0,0
0,0,2300,0,150000,57,9416.00000000001,0,0,0,7,4,0,0,0,0
0,0,3599,3599,153599,42,55739,0,0,0,13,5,1,0,1,0
0,0,107500,51200,201200,42,26015,0,0,30000,14,2,0,0,0,0
0,0,0,0,150000,37,28901,0,0,0,12,2,0,0,0,0
0,0,85999,30999,161499,35,97751,0,19500,55000,15,3,1,0,1,0
0,0,43550,-3450,146550,61,11789,0,0,45000,12,3,1,0,1,1
0,0,36954,-1030,148970,38,26381,0,0,37984,12,4,1,0,0,0
0,0,5061,-250,149750,32,26495,0,0,0,16,1,1,1,0,0
0,0,111934,11934,161934,45,32489,0,0,1e+05,12,5,1,0,1,0
0,0,63942,3700,153700,26,10403,0,0,58000,9,1,0,1,0,0
0,0,7411,-400,149600,28,11831,0,0,0,12,1,0,1,0,0
0,0,63000,3000,153000,53,30779,1,0,60000,8,4,1,0,1,0
0,0,7741,1999,151999,30,24599,0,0,0,7,1,0,1,0,0
0,0,37820,3660,153660,63,28271,0,0,0,8,4,1,0,0,1
0,0,8178,3178,153178,34,17336,0,0,5000,9,4,1,0,0,0
0,0,34742,0,150000,49,11897,0,0,30000,14,2,0,0,0,0
0,0,-2200,-2200,147800,32,22313,0,0,0,12,5,1,0,0,0
0,0,101010,1010,151010,29,76649,0,0,1e+05,16,2,1,0,1,0
0,0,13650,5550,155550,35,37775,0,0,0,12,2,1,0,1,0
0,0,99,99,150099,41,19589,0,0,0,12,1,0,0,0,0
0,0,4700,4700,154700,33,41636,0,0,0,12,2,1,0,1,0
0,0,33562,28020,178020,34,12143,0,0,0,14,1,0,1,0,0
0,0,9850,350,150350,29,23939,1,0,8000.00000000001,11,3,1,1,1,0
0,0,500,0,150000,29,8399,0,0,0,10,4,0,0,0,0
0,0,130644,13108,163108,50,55313,0,0,1e+05,12,2,1,0,0,0
0,0,167996,-600,149400,28,27107,0,0,155000,16,1,0,0,0,0
0,0,499,499,150499,38,11249,0,0,0,6,4,1,0,0,0
0,0,93500,26000,176000,45,69551,1,0,45000,18,4,1,0,1,0
0,0,2700,700,142700,31,17039,0,8000.00000000001,0,15,3,1,0,1,0
0,0,201899,-1001,148999,40,10259,0,0,2e+05,16,5,0,0,0,0
0,0,154850,-150,149850,64,23831,0,0,150000,8,4,1,0,1,1
0,0,-10550,-15550,134450,54,32240,1,0,5000,10,5,1,0,1,0
0,0,7661,200,150200,29,18335,1,0,0,14,1,0,0,0,0
0,0,10100,100,150100,26,15905,0,0,10000,12,4,0,0,0,0
0,0,16080,80,150080,48,19679,0,0,0,12,4,1,0,1,0
0,0,5,5,150005,44,27719,0,0,0,13,5,1,0,1,0
0,0,93617,10129,160129,45,104813,1,0,70500,18,4,1,0,1,0
0,0,3000,0,150000,42,10835,0,0,2000,14,3,0,0,0,0
0,0,15000,0,150000,29,18704,0,0,14000,12,1,0,1,0,0
0,0,82960,27960,161700,53,29399,0,16260,55000,12,2,1,0,0,0
0,0,5130,-4870,145130,49,14420,0,0,10000,11,5,1,0,0,0
0,0,136919,56919,194919,37,37301,0,12000,75000,12,2,1,0,1,0
0,0,462600,-88000,49000,53,75011,0,13000,150000,15,2,1,1,1,0
0,0,4729,-4116,145884,35,21305,0,0,8845.00000000001,12,3,1,1,0,0
0,0,25011,-5989,144011,36,118598,0,0,31000,14,4,1,0,1,0
0,0,74397,23397,172797,26,63431,0,600,1000,12,2,1,0,1,0
0,0,220,220,150220,43,45593,1,0,0,9,5,1,0,1,0
0,0,6743,-557,149443,36,24059,0,0,0,12,5,1,0,0,0
0,0,2275,-1600,148400,34,19379,0,0,0,12,1,0,1,0,0
0,0,5000,4500,154500,38,19415,1,0,0,12,2,0,0,0,0
0,0,37750,-250,149750,41,31799,1,0,0,12,1,0,1,0,0
0,0,140531,90531,202498,64,35729,0,38033,50000,12,2,1,0,0,1
0,0,246000,13000,163000,48,28421,0,0,233000,8,5,1,0,0,0
0,0,291900,45900,170100,64,38123,0,25800,77999.9999999999,11,2,1,0,0,1
0,0,-13600,-13600,127400,33,38549,0,9000,0,14,3,1,0,1,0
0,0,73000,52000,186000,61,13205,0,16000,20000,12,4,0,1,0,1
0,0,70700,7500,157500,60,43319,0,0,63199.9999999999,12,4,1,0,1,1
0,0,6200,200,150200,30,29771,0,0,3000,12,4,1,0,1,0
0,0,48000,1000,151000,32,39779,0,0,39000,16,3,1,1,0,0
0,0,60588,10535,160535,49,26678,1,0,34000,12,1,0,0,0,0
0,0,58101,1348,151348,56,82976,1,0,40000,17,2,1,0,1,0
0,0,-2803,-2803,147197,26,17279,0,0,0,12,5,1,0,0,0
0,0,8500,0,150000,55,32639,0,0,0,13,3,1,0,1,0
1,1,13264,-13736,136000,55,33737,0,0,0,17,2,1,1,0,0
1,0,1909.448,276.448,150772,30,15485,1,0,0,14,3,0,0,0,0
1,1,152214.256,8789.256,145961,52,24116,1,0,140000,16,1,0,0,0,0
1,0,4279,4279,156055,38,55499,1,0,0,12,2,1,0,1,0
1,0,191318.328,20615.328,152500,50,58895,1,20000,145000,16,3,0,1,0,0
1,0,53700,4700,147700,38,42134,0,7000,41000,12,5,1,0,0,0
1,1,43343.936,38643.936,182388,44,48251,1,2200,0,14,1,0,0,0,0
1,1,-15269.888,-15769.888,133100,60,39683,1,0,0,14,1,0,1,0,1
1,1,284750,195750,299750,62,63785,0,38000,75000,12,4,1,0,0,1
1,1,370900,45900,171300,37,36416,0,7000,150000,12,5,1,0,1,0
1,0,19370.08,-8629.92,142100,46,35309,1,400,26000,13,4,0,0,0,0
1,0,39600.64,-10399.36,140000,27,12479,1,0,50000,12,2,1,0,1,0
1,1,1864.352,1864.352,150000,34,26738,1,0,0,12,1,0,1,0,0
1,0,3250,2500,152500,39,45716,0,0,0,17,4,0,0,0,0
1,0,6145,5545,153045,62,27683,0,2500,0,14,2,1,0,0,1
1,1,165699.4,65699.4,144225,50,53111,0,19000,1e+05,12,2,1,0,1,0
1,1,-200,-200,149000,30,14279,0,0,0,13,1,0,1,0,0
1,1,39559.032,15317.032,157105,50,24623,1,5000,18000,12,1,0,1,0,0
1,1,59072,22542,156309,36,70973,0,10233,33530,17,3,1,0,1,0
1,1,226164.016,61664.016,143370,37,115811,1,8000.00000000001,150000,14,3,1,0,1,0
1,0,65300,-14700,135300,35,66224,0,0,67000,12,4,1,0,1,0
1,1,169900,40900,148900,31,80998.9999999999,0,30000,50000,17,3,1,0,0,0
1,0,182185.728,32185.728,156000,46,119195,1,30000,150000,12,4,1,0,1,0
1,1,45740,33260,181100,35,41573,0,2000,0,18,2,1,0,1,0
1,0,15474,1474,152950,54,46124,1,0,14000,12,4,1,0,1,0
1,1,410119,168448,224448,64,72556.9999999999,0,30000,30000,16,2,1,0,0,1
1,1,50984.568,22159.568,173250,46,66575,1,0,17000,18,1,0,0,0,0
1,1,103680,2880,150540,49,30245,0,100,31300,18,2,1,1,0,0
1,1,1891.824,891.824,149570,31,33692,1,0,0,13,1,0,1,0,0
1,1,328914.36,178914.36,256575,29,148769,1,3500,150000,16,2,1,0,1,0
1,0,87000,6000,156000,46,52364,0,0,75000,12,2,1,0,1,0
1,0,138129,69248,207000,43,54749,1,14000,62000,18,1,0,1,0,0
1,0,34974.832,-525.168,150150,44,21098,1,0,35000,12,3,0,0,0,0
1,1,132200,14200,161000,33,72299,0,0,115000,12,4,1,0,0,0
1,1,52339.584,4639.584,147600,50,50012,1,8000.00000000001,22000,12,2,1,0,1,0
1,1,218821,120821,207530,39,66100.9999999999,0,43291,70000,17,2,1,1,1,0
1,1,137900,27900,152300,43,78179.0000000001,0,8000.00000000001,108000,13,5,1,0,1,0
1,1,14650,8950,148150,29,36293,0,6000,5700,14,4,1,1,1,0
1,1,6860,5360,151100,51,24479,0,4100,0,14,1,0,1,0,0
1,0,301,301,150301,37,31499,0,0,0,15,5,1,0,1,0
1,1,36610,36610,153010,38,60227,0,0,0,12,5,1,0,1,0
1,1,-2328,-2328,146992,38,17927,0,0,0,12,3,1,0,1,0
1,0,53300,16000,162000,39,39731,0,4000,27000,12,5,1,0,1,0
1,0,266100,162100,303500,36,70877,0,8599.99999999999,59000,13,4,1,0,1,0
1,0,48000,2000,152000,28,47789,0,0,31000,13,3,1,0,1,0
1,0,-135,-3135,146865,30,36539,0,0,0,14,2,1,0,1,0
1,1,35600,10600,145000,28,143345,0,0,13000,18,2,1,0,1,0
1,0,2418.896,-5131.104,146220,26,42221,1,0,1050,18,2,1,0,1,0
1,1,6080,-2420,145660,57,20429,0,0,0,18,1,1,0,0,0
1,0,601769.952,151769.952,253200,47,75938.0000000001,1,51000,250000,18,4,1,1,0,0
1,1,8690.16,8190.16,159050,27,74369,1,0,0,12,3,1,0,1,0
1,1,34927.456,5327.456,154000,48,38516,1,0,29600,13,4,1,0,1,0
1,1,96234,25709,174749,56,27491,0,0,67000,12,1,0,0,0,0
1,0,10500,10500,152500,63,23603,0,8000.00000000001,0,3,3,1,0,1,1
1,1,24505,5,147235,43,24935,0,50,0,12,5,1,0,1,0
1,1,59300,1300,150500,59,17339,0,0,58000,10,4,1,0,1,0
1,1,62827.584,32777.584,148150,58,42887,1,0,28500,12,3,0,1,0,0
1,0,175,-5825,144175,34,79268,0,0,0,16,2,1,0,1,0
1,0,75249,249,150249,50,15317,0,0,75000,13,4,1,0,1,0
1,1,175200,58100,192500,55,51050,0,0,31000,12,2,1,0,0,0
1,0,24150,200,150200,49,36023,0,0,19000,18,3,0,0,0,0
1,0,22999.44,-396.56,150550,26,29579,1,0,9800,16,1,0,1,0,0
1,0,145843.904,35843.904,188700,42,89252.0000000001,1,0,110000,12,5,1,1,1,0
1,1,45010,14210,159250,26,104372,0,0,28000,16,2,1,0,1,0
1,1,9880.8,60.8,146852,31,51599,1,0,0,13,2,1,1,1,0
1,0,124196.952,196.952,149725,32,58688,1,2350,104000,17,5,1,0,1,0
1,0,5000.512,-6499.488,145200,32,53108,1,0,2500,14,2,1,0,1,0
1,1,114165,76665,158065,35,79817,0,57000,21500,14,2,1,0,1,0
1,0,10992,2167,152167,34,51287,0,0,0,16,4,1,0,1,0
1,1,32760,-240,146000,42,50030,0,0,33000,12,5,1,0,0,0
1,0,4000,0,150000,33,28199,0,0,0,12,3,1,0,1,0
1,0,76898.144,-1901.856,150000,42,59432,1,0,75000,17,5,1,0,1,0
1,0,375460,36500,169500,46,58316,0,17000,191000,18,3,1,0,1,0
1,1,88162.792,3162.792,152117,34,54818,1,0,85000,16,2,1,0,1,0
1,1,-575,-575,148625,26,19205,0,0,0,12,4,1,0,0,0
1,1,27886.888,-2223.112,149427,36,76565,1,0,26000,15,5,1,0,1,0
1,0,40602.888,-2450.112,150000,55,76565,1,0,42000,16,2,0,1,0,0
1,1,74595,51595,153595,54,50645,0,0,0,12,3,1,0,1,0
1,0,16982.336,-4017.664,146600,31,19301,1,0,18500,17,1,0,0,0,0
1,1,59599,17399,157799,61,28193,0,0,39000,12,2,1,0,1,1
1,1,102800,4800,149000,48,62462,0,3000,90000,16,4,1,0,1,0
1,1,83800,1800,148600,34,73589.0000000001,0,0,77999.9999999999,13,4,1,0,1,0
1,0,36925,200,150200,52,53429,0,0,35500,18,2,0,0,0,0
1,1,4346,-454,149534,42,27260,0,0,800,12,4,1,0,1,0
1,1,28910,19860,151860,35,54059,0,10000,0,18,1,0,0,0,0
1,1,45570,6170,150970,43,62855,0,0,31000,18,4,1,0,1,0
1,1,99559,42359,186199,31,75860,0,6000,36000,13,3,1,0,1,0
1,1,35438,16290,150850,33,25751,0,0,14000,12,1,0,1,0,0
1,1,34340,11340,149300,31,29999,0,11000,0,15,2,1,0,1,0
1,1,13058.24,3058.24,153000,42,48179,1,0,0,12,2,0,1,0,0
1,0,4804,500,150500,49,26030,0,0,0,12,2,0,0,0,0
1,0,291675,1675,151675,31,69536,0,0,50000,17,3,1,0,0,0
1,0,314200,42200,192200,48,65599.9999999999,0,0,177000,15,5,1,0,1,0
1,1,133000,4000,150000,56,31130,0,0,129000,12,3,1,0,1,0
1,1,119153.936,20153.936,164700,35,59876,1,4170,99000,9,4,1,0,1,0
1,1,178600,82600,204600,39,93923,0,0,96000,12,4,1,0,1,0
1,1,82710.736,49250.736,185238,36,89726,1,12084,28000,18,2,1,0,1,0
1,1,387705,237705,320705,41,111635,0,3000,150000,18,4,1,0,0,0
1,1,57377.8,52377.8,191845,34,31241,0,10300,5000,16,2,1,0,1,0
1,0,198200,13000,163000,34,57371,0,0,183500,12,5,1,0,1,0
1,1,68174.72,4174.72,150800,34,41414,1,3500,45000,16,5,1,0,1,0
1,1,76594.4,31594.4,131800,54,55079,0,0,25000,12,2,1,0,1,0
1,0,19349.936,11349.936,163950,40,81251,1,0,0,16,5,1,0,1,0
1,1,368047.296,63047.296,150048,38,59396,1,2500,130000,12,4,1,0,1,0
1,1,-8103,-8103,137257,34,22778,0,0,0,15,3,1,0,0,0
1,0,25344,264,147884,60,20387,0,2380,17098,11,2,1,0,0,1
1,1,23229.4,-1090.6,147455,28,8678.00000000001,0,0,19000,12,3,1,0,0,0
1,0,148099,-4201,145799,28,37169,0,0,152300,18,2,1,0,1,0
1,1,50623.64,13344.64,161800,35,30479,1,0,30400,16,1,0,1,0,0
1,0,5640.776,3065.776,151595,35,18881,1,2075,0,18,1,0,1,0,0
1,1,221000,156000,255400,54,51803,0,18600,65000,12,3,1,0,0,0
1,0,828.752,-1839.248,148570,27,12788,1,0,2500,16,2,0,0,0,0
1,0,185294.896,44494.896,197922,54,107096,1,0,140000,16,2,1,0,1,0
1,0,50987.848,-4209.152,146548,41,23660,1,0,45000,12,4,1,0,1,0
1,1,200.4,-7833.6,142100,35,40445,0,0,0,14,3,1,1,1,0
1,1,10266,5191,153031,40,44729,0,0,0,12,1,0,0,0,0
1,0,-1904,-9000,141000,30,52922,0,0,6000,18,1,0,0,0,0
1,0,25499,-1,149999,41,30653,0,0,24000,12,3,1,0,1,0
1,0,2184.096,-815.904,150000,58,25496,1,0,0,15,3,0,0,0,0
1,1,44900,6400,150000,48,18296,0,0,0,12,2,0,0,0,0
1,1,364400,208400,279400,59,68345,0,15000,120000,16,2,1,0,0,0
1,1,182998,92998,178998,53,53489,0,0,90000,10,3,1,0,1,0
1,1,98515.84,98515.84,230000,61,140129,1,15000,0,1,2,1,0,1,1
1,1,592080.368,348747.368,374641,50,107300,1,48660,112000,14,3,1,0,1,0
1,0,124004,48179,170000,64,26999,1,29043,70000,16,1,0,0,0,1
1,1,89460,36038,185758,38,42029,0,0,43000,14,1,0,1,0,0
1,1,47442.2,34442.2,149025,45,54149,1,9150.00000000001,0,18,1,0,1,0,0
1,1,424825,103825,226825,42,113075,0,15000,150000,17,4,1,0,0,0
1,1,68583.696,3583.696,153250,33,49571,1,0,65000,16,4,1,1,1,0
1,1,42775,5775,150975,26,62473.9999999999,0,0,37000,2,2,1,0,1,0
1,1,51571.456,10671.456,154600,55,60266,1,0,33900,12,3,1,0,1,0
1,0,-1579.776,-1579.776,150000,38,49367,1,0,0,16,2,0,0,0,0
1,1,153820.896,44720.896,194600,41,21221,1,0,53000,17,2,0,0,0,0
1,1,28712.544,21712.544,172500,42,61682.0000000001,1,0,0,16,5,1,0,1,0
1,1,35616.048,2937.048,152799,45,14435,1,0,30000,12,1,0,0,0,0
1,0,-340,-340,149660,26,31688,0,0,0,12,2,1,0,1,0
1,1,49085.976,20810.976,155500,37,34031,1,10000,24000,16,1,0,1,0,0
1,1,354872,244872,275872,48,73085.0000000001,0,55000,70000,14,3,1,0,1,0
1,1,368.344,-131.656,147411,31,23207,1,0,0,16,1,0,0,0,0
1,1,186650,29900,173500,39,75886.9999999999,0,0,147000,16,4,1,0,1,0
1,0,112935.12,-3064.88,148210,42,39839,1,0,28000,13,5,1,1,0,0
